,0
13317,Dispute Settlement Reports Of Arbitral Panel
13318,Arbitration Procedure Panel Reports
13319,Dispute Settlement Terms Of Reference Of Arbitral Panels
13320,Dispute Settlement Rules Of Procedure Of An Arbitral Panel
13321,Procedures For And Settlement Of Disputes Re-Examination Of The Measures Taken To Achieve Compliance With The Arbitration Panel Ruling
13322,Procedures For And Settlement Of Disputes Reasonable Time-Limit For Compliance
13323,Dispute Settlement Mechanism Compensation And Suspension Of Benefits
13324,Dispute Settlement Suspension Of Benefits
13325,Dispute Settlement Mechanism Compensation And Suspension Of Benefits
13326,Dispute Settlement Suspension Of Benefits
13327,"Dispute Settlement Suspension, Withdrawal And Termination Of Panel Proceedings"
13328,Dispute Settlement Rules Of Procedure Of An Arbitral Panel
13329,The Court Of Justice Official Languages Of The Court
13330,Dispute Settlement Procedures Languages Of The Submissions
13331,Dispute Settlement Composition Of An Arbitral Panel
13332,Settlement Of Disputes Expenses
13333,Trade In Services Incorporation Of Provisions From The Gats5
13334,Trade In Services Incorporation Of Provisions From The Gats
13335,General Provisions Procedures Of The Cooperation Council
13336,Exceptions In The Area Of Trade Taxation
13337,Final Provisions Relation Of This Treaty To Other International Agreements
13338,General Provisions Relation To The Wto Agreement
13339,Investment Taxation Measures As Expropriation
13340,Investment Taxation Measures As Expropriation
13341,Administration Of The Agreement Trade-Related Cooperation
13342,Administrative And Final Provisions Amendment Of The Wto Agreement
13343,Administration Of The Agreement Contact Points
13344,Administration Of The Agreement Contact Points
13345,"Establishment Of Free Trade Area, Objectives And General Definitions Establishment Of The Asean-Australia-New Zealand Free Trade Area"
13346,Final Provisions Relation To Other Agreements
13347,Final Provisions Modifications
13348,General Provisions Relation To The Wto Agreement
13349,Trade In Goods Customs Duties Elimination Schedule
13350,Trade In Goods Customs Duties Elimination Schedule
13351,Trade In Goods Customs Duties Elimination Schedule
13352,Initial Provisions Application Of This Agreement
13353,National Treatment And Market Access For Goods Tariff Reduction Schedule
13354,Trade In Non-Agricultural Products Rules Of Origin
13355,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Fungible Goods And Materials
13356,Rules Of Origin And Origin Procedures Outward Processing Zones On The Korean Peninsula
13357,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Sets Of Goods
13358,Rules Of Origin And Origin Procedures Product Specific Rules
13359,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Sets Of Goods
13360,Horizontal Provisions Consultations
13361,Rules Of Origin Goods Produced Using Non-Originating Materials
13362,Rules Of Origin Calculation Of Costs Œ Allowable Expenditure On Materials
13363,Rules Of Origin Goods Produced Using Non-Originating Materials
13364,Rules Of Origin Goods Produced Using Non-Originating Materials
13365,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Sets Of Goods
13366,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Further Adjustments To The Value Of Materials
13367,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Sets Of Goods
13368,Rules Of Origin And Origin Procedures Accounting Segregation Of Fungible Materials Or Products
13369,Trade In Goods Operational Procedures
13370,"Rules Of Origin Accessories, Spare Parts And Tools"
13371,Rules Of Origin And Operational Procedures Regional Value Content
13372,"Standards, Technical Regulations And Conformity Assessment Procedures Cooperation And Chapter Coordinators"
13373,Rules Of Origin Consultation And Modifications
13374,Origin Procedures Issuing Authorities Of Certificate Of Origin
13375,Certificate Of Origin And Customs Procedures Certificate Of Origin
13376,Rules Of Origin And Related Operational Procedures Exemption Of Obligation Of Submitting Certificate Of Origin
13377,Origin Procedures Verification By Competent Authority Of Exporting Party
13378,Rules Of Origin And Origin Procedures Certificates Of Origin
13379,Rules Of Origin And Origin Procedures Certificates Of Origin
13380,Administration Of The Agreement Contact Points
13381,Rules Of Origin Alterations In Certificate Of Origin
13382,Rules Of Origin And Origin Procedures Basis Of A Certification Of Origin
13383,Origin Procedures Validity Of Certificate Of Origin
13384,Customs Procedures Certificate Of Origin
13385,Customs Procedures Related To The Origin Of Goods Obligations Regarding Exportations
13386,Rules Of Origin Declaration Of Origin/Certificate Of Origin
13387,Customs Procedures Treatment Of Goods For Which A Certificate Of Origin Has Been Issued
13388,Rules Of Origin Certificate Of Origin Issued Retrospectively
13389,Rules Of Origin And Origin Procedures Post-Importation Claims For Preferential Tariff Treatment
13390,Rules Of Origin And Origin Procedures Determinations On Claims For Preferential Tariff Treatment
13391,Rules Of Origin Denial Of Preferential Tariff Treatment
13392,Rules Of Origin And Origin Procedures Post-Importation Claims For Preferential Tariff Treatment
13393,Customs Procedures Certification Of Origin
13394,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Obligations Relating To Exportations
13395,Customs Procedures Related To The Origin Of Goods Obligations Regarding Exportations
13396,Rules Of Origin And Origin Procedures Post-Importation Claims For Preferential Tariff Treatment
13397,Rules Of Origin Record Keeping Requirement
13398,Certificate Of Origin And Customs Procedures Obligations Regarding Importations
13399,Origin Procedures Verification By Customs Authority Of Importing Party
13400,Customs Procedures Verifications For Preferential Tariff Treatment
13401,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Obligations Relating To Importations
13402,Customs Denial Of Preferential Tariff Treatment
13403,Rules Of Origin And Origin Procedures Verification Visit
13404,Rules Of Origin And Origin Procedures Denial Of Preferential Tariff Treatment
13405,Rules Of Origin And Origin Procedures Verification Visit
13406,Rules Of Origin And Operational Procedures Denial Of Preferential Tariff Treatment
13407,Customs Procedures Verifications For Preferential Tariff Treatment
13408,Rules Of Origin And Origin Procedures Post-Importation Claims For Preferential Tariff Treatment
13409,Customs Procedures Related To The Origin Of Goods Advance Rulings
13410,Customs Procedures Advance Rulings
13411,Customs Procedures Advance Rulings
13412,Procedures Related To Rules Of Origin Advance Rulings
13413,Customs Advance Rulings
13414,Exceptions And Final Provisions Duration
13415,Rules Of Origin And Operational Procedures Denial Of Preferential Tariff Treatment
13416,Rules Of Origin Advance Rulings
13417,Customs Advance Rulings
13418,Rules Of Origin And Origin Procedures Denial Of Preferential Tariff Treatment
13419,Customs Procedures And Cooperation Temporary Admission Of Goods
13420,Customs And Trade Facilitation Transit
13421,Rules Of Origin And Related Customs Procedures Review And Appeal
13422,Transparency And Administrative Proceedings Review And Appeal
13423,General Provisions Implementing Agreement
13424,General And Final Provisions Appropriate Measures In Case Of Non-Fulfilment Of Obligations
13425,Common Provisions Fulfilment Of Obligations
13426,General Provisions Contact Points And Exchange Of Information
13427,Customs Procedures And Cooperation Competent Authorities
13428,Customs Procedures And Cooperation Consultations
13429,Implementation And Operation Of The Agreement Confidential Information
13430,Competition Confidentiality
13431,General Provisions Relation To The Wto Agreement
13432,Anti-Dumping And Countervailing Duty Matters Dispute Resolution
13433,Trade In Goods Recommendations Of The Wto Committee On Anti-Dumping Practices
13434,Trade Remedies Article Xix Of The Gatt 1994 And The Safeguards Agreement
13435,Trade Remedies Article Xix Of The Gatt 1994 And The Safeguards Agreement
13436,Rules Of Origin And Origin Procedures Denial Of Preferential Tariff Treatment
13437,Emergency Action Article Xix Of The Gatt 1994 And The Agreement On Safeguards Of The Wto
13438,Common Provisions Notifications And Consultations Procedure
13439,Exceptions And General Provisions Temporary Safeguard Measures
13440,General And Final Provisions Gradual Approximation
13441,Custom Duties And Non-Tariff Measures Standstill
13442,Trade Remedies Provisional Measures
13443,Trade Facilitation And Additional Provisions Objectives And Principles
13444,Trade Remedies Article Xix Of The Gatt 1994 And The Safeguards Agreement
13445,Horizontal Provisions Settlement Of Disputes Between The Parties To This Chapter
13446,Sanitary And Phytosanitary Measures Sanitary And Phytosanitary Measures
13447,Sanitary And Phytosanitary Measures Obligations Of The Parties
13448,Sanitary And Phytosanitary Measures Obligations Of The Parties
13449,Wto Rights And Obligations Sanitary And Phytosanitary Measures
13450,Sanitary And Phytosanitary Measures Exchange Of Information And Consultation
13451,Telecommunications International Standards
13452,Technical Barriers To Trade Sectoral Annexes
13453,Technical Barriers To Trade Sectoral Annexes
13454,"Technical Regulations, Standards And Conformity Assessment Procedures Enquiry Point"
13455,"Standards, Technical Regulations And Conformity Assessment Procedures Reaffirmation Of Rights And Obligations"
13456,Mutual Recognition Sectoral Annex
13457,"Standards, Technical Regulations And Conformity Assessment Procedures Conformity Assessment Procedures"
13458,"Technical Regulations, Standards And Conformity Assessment Procedures Sub-Committee On Technical Regulations, Standards And Conformity Assessment Procedures"
13459,"Standards, Technical Regulations And Conformity Assessment Procedures Conformity Assessment Procedures"
13460,"Standards, Technical Regulations And Conformity Assessment Procedures Affirmation Of The Tbt Agreement"
13461,General Provisions Contact Points And Exchange Of Information
13462,Common Provisions Procedure Of The Joint Committee
13463,"General Provisions Annexes, Protocols, Changes And Amendments"
13464,"General, Transitional And Final Provisions Official Language"
13465,"Technical Regulations, Standards And Conformity Assessment Procedures Chapter Coordinator"
13466,"Technical Regulations, Standards And Conformity Assessment Procedures Conformity Assessment Procedures"
13467,"Standards, Technical Regulations And Conformity Assessment Procedures Technical Regulations"
13468,Technical Standards Accreditation
13469,Technical Standards Accreditation
13470,Technical Standards Accreditation
13471,"Other Trade Related Provisions Sub-Committee On Standards, Technical Regulations And Conformity Assessment"
13472,"Technical Regulations, Standards And Conformity Assessment Procedures Committee On Technical Regulations, Standards And Conformity Assessment Procedures"
13473,"Technical Regulations, Standards And Conformity Assessment Procedures Committee On Technical Regulations, Standards And Conformity Assessment Procedures"
13474,"Standards, Technical Regulations And Conformity Assessment Procedures Conformity Assessment Procedures"
13475,"Technical Regulations, Standards And Conformity Assessment Procedures Technical Regulations"
13476,Technical Barriers To Trade And Mutual Recognition Scope And Modalities
13477,"Technical Regulations, Standards And Conformity Assessment Procedures Trade Facilitation"
13478,"Standards, Technical Regulations And Conformity Assessment Procedures Cooperation"
13479,"Technical Regulations, Standards And Conformity Assessment Procedures Acceptance Of Results Of Conformity Assessment Procedures"
13480,Standards-Related Measures Affirmation Of The Wto Agreement On Technical Barriers To Trade And Other International Agreements
13481,Standards-Related Measures Affirmation Of The Wto Agreement On Technical Barriers To Trade And Other International Agreements
13482,Wto Rights And Obligations Sanitary And Phytosanitary Measures
13483,"Standards, Technical Regulations And Conformity Assessment Procedures Conformity Assessment Procedures"
13484,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Sets Of Goods
13485,"Standards, Technical Regulations And Conformity Assessment Procedures Conformity Assessment Procedures"
13486,"Technical Regulations, Standards And Conformity Assessment Procedures Scope And Coverage"
13487,"Standards, Technical Regulations And Conformity Assessment Procedures Agreements Or Arrangements"
13488,"Technical Regulations, Standards And Conformity Assessment Procedures Acceptance Of Results Of Conformity Assessment Procedures"
13489,"Technical Regulations, Standards And Conformity Assessment Procedures Acceptance Of Results Of Conformity Assessment Procedures"
13490,"Other Trade Related Provisions Sub-Committee On Standards, Technical Regulations And Conformity Assessment"
13491,Intellectual Property Registration Procedure
13492,"Technical Regulations, Standards And Conformity Assessment Procedures Reaffirmation Of Tbt Agreement"
13493,Common Provisions Notifications And Consultations Procedure
13494,"General, Transitional And Final Provisions Withdrawal Of A Member"
13495,"General, Transitional And Final Provisions Withdrawal Of A Member"
13496,General Provisions And Concluding Requirements Review Of The Agreement
13497,Cooperation Cooperation In The Transportation Sector
13498,Mutual Recognition Registration Or Designation Of Conformity Assessment Bodies And Withdrawal Thereof
13499,"Technical Regulations, Standards And Conformity Assessment Procedures Mutual Recognition Arrangements"
13500,Rules Of Origin And Operational Procedures Verifications Process
13501,Rules Of Origin Authorised Body And Verification Authority
13502,Mutual Recognition Registration Or Designation Of Conformity Assessment Bodies And Withdrawal Thereof
13503,"General, Transitional And Final Provisions Suspension Of A Member"
13504,"General, Transitional And Final Provisions Suspension Of A Member"
13505,"Technical Regulations, Standards And Conformity Assessment Procedures Reaffirmation Of Tbt Agreement"
13506,"Dispute Avoidance, Settlement, Institutional, General And Final Provisions Consultations"
13507,"Technical Regulations, Standards And Conformity Assessment Procedures Reaffirmation Of Tbt Agreement"
13508,"Technical Regulations, Standards And Conformity Assessment Procedures Reaffirmation Of Tbt Agreement"
13509,"Technical Regulations, Standards And Conformity Assessment Procedures Acceptance Of Results Of Conformity Assessment Procedures"
13510,Regulatory Framework Confidentiality Of Information
13511,Regulatory Framework Confidentiality Of Information
13512,General Provisions Confidentiality Of Information
13513,Implementation And Operation Of The Agreement Joint Committee
13514,Technical Barriers To Trade Incorporation Of Certain Provisions Of The Tbt Agreement
13515,Institutional And Final Provisions Establishment Of The Joint Committee
13516,"General, Institutional And Final Provisions Procedures Of The Joint Committee"
13517,"Technical Regulations, Standards And Conformity Assessment Procedures Reaffirmation Of Tbt Agreement"
13518,Dispute Settlement Procedures Mutually Agreed Solution
13519,"Institutional, General And Final Provisions The Stabilisation And Association Committee May Create Subcommittees."
13520,Final Provisions Notification Of Provisional Application
13521,Institutional And Procedural Provisions Procedures Of The Joint Committee
13522,Common Provisions Fulfillment Of Obligations
13523,Standards-Related Measures Affirmation Of The Wto Agreement On Technical Barriers To Trade And Other International Agreements
13524,Dispute Settlement Official Language
13525,"Institutional, General And Final Provisions Fulfilment Of Obligations"
13526,"General, Transitional And Final Provisions Official Languages"
13527,"General, Transitional And Final Provisions Official Languages"
13528,Final Provisions Annexes And Protocols
13529,Common Provisions Annexes And Protocols
13530,Final Provisions Status Of Annexes
13531,Final Provisions Status Of Annexes
13532,Exeptions And Safeguards Emergency Action
13533,"Technical Regulations, Standards And Conformity Assessment Procedures Conformity Assessment Procedures"
13534,Horizontal Provisions Settlement Of Disputes Between The Parties To This Chapter
13535,"Institutional, General And Final Provisions Annexes, Appendices, Protocols And Notes"
13536,Other Provisions Annexes
13537,Final Provisions Reservations And Interpretative Declarations
13538,National Treatment And Other Border Measures National Treatment
13539,Final Provisions Regional And Local Governments And Authorities
13540,Trade In Services Incorporation Of Provisions From The Gats
13541,Trade In Services Modification Of Lists Of Reservations And Commitments
13542,Investment Promotion And Protection Investment Promotion And Protection
13543,"Investment, Trade In Services And Temporary Entry Of Business Persons Implementation And Review"
13544,General And Final Provisions Measures Related To Essential Security Interests
13545,General And Final Provisions Measures Related To Essential Security Interests
13546,"Cross-Border Trade In Services Authorization, Qualification, Technical Standard And Licensing"
13547,General And Final Provisions Measures Related To Essential Security Interests
13548,General Provisions And Exceptions Government Procurement
13549,Rules Of Origin And Origin Procedures Outward Processing Zones On The Korean Peninsula
13550,Special Agricultural Measure Notice And Consultations
13551,Regulation Of Drugs And Medical Products Circulation Establishment Of Common Market Of Medical Products (Healthcare Products And Medical Devices)
13552,Implementation General Regulations And Conditions
13553,Rules Of Origin And Origin Procedures Outward Processing Zones On The Korean Peninsula
13554,"Trade In Services, Establishment And Electronic Commerce Authorisation To Provide Telecommunications Services"
13555,Telecommunications Independent Regulatory Bodies 10 And Government-Owned Telecommunications Suppliers
13556,General And Final Provisions Implementation And Review
13557,Rules Of Origin And Origin Procedures Outward Processing Zones On The Korean Peninsula
13558,Rules Of Origin And Origin Procedures Outward Processing Zones On The Korean Peninsula
13559,Rules Of Origin And Origin Procedures Outward Processing Zones On The Korean Peninsula
13560,Institutional Provisions Mandate Of The Closer Economic Partnership Joint Commission
13561,Rules Of Origin And Origin Procedures Outward Processing Zones On The Korean Peninsula
13562,Rules Of Origin And Origin Procedures Outward Processing Zones On The Korean Peninsula
13563,Investment Domestic Regulation
13564,Institutions National Bodies
13565,"State Owned, State Controlled Enterprises And Enterprises With Special Or Exclusive Privileges State-Owned, State-Controlled Enterprises And Enterprises With Special Or Exclusive Privileges"
13566,"State Owned, State Controlled Enterprises And Enterprises With Special Or Exclusive Privileges State-Owned, State-Controlled Enterprises And Enterprises With Special Or Exclusive Privileges"
13567,Government Procurement Qualification Or Registration Of Suppliers
13568,Institutions National Bodies
13569,"State Owned, State Controlled Enterprises And Enterprises With Special Or Exclusive Privileges State-Owned, State-Controlled Enterprises And Enterprises With Special Or Exclusive Privileges"
13570,"State Owned, State Controlled Enterprises And Enterprises With Special Or Exclusive Privileges State-Owned, State-Controlled Enterprises And Enterprises With Special Or Exclusive Privileges"
13571,Rules Of Origin And Origin Procedures Outward Processing Zones On The Korean Peninsula
13572,"Cross-Border Trade In Services Authorization, Qualification, Technical Standard And Licensing"
13573,"Cross-Border Trade In Services Authorization, Qualification, Technical Standard And Licensing"
13574,Rules Of Origin And Origin Procedures Outward Processing Zones On The Korean Peninsula
13575,Right Of Establishment And Supply Of Services Maritime Transport
13576,Co-Operation Maritime Transport
13577,Financial Services Commitments Under International Agreements
13578,Investment Reservations And Exceptions.
13579,General And Final Provisions Status Of The Annex And Schedule
13580,Other Provisions Annexes
13581,Trade In Services Modification Of Lists Of Reservations
13582,National Treatment And Other Border Measures National Treatment
13583,"General Provisions Central, Regional And Local Government"
13584,Trade In Services Incorporation Of Provisions From The Gats
13585,Rules Of Origin And Origin Procedures Outward Processing Zones On The Korean Peninsula
13586,General Provisions Objective And Scope Of Application
13587,"Publication, Notification And Administration Of Laws Publication"
13588,"Trade In Services, Establishment And Electronic Commerce National Treatment"
13589,General Provisions Anti – Dumping
13590,"Establishment, Trade In Services And Electronic Commerce Road, Rail And Inland Waterways Transport"
13591,Trade In Services And Rules Of Establishment Maritime Transport
13592,"Institutional And Final Provisions Annexes, Protocols"
13593,Institutional And Procedural Provisions Fulfilment Of Obligations And Consultations
13594,Rules Of Origin And Implementation Procedures Unit Of Qualification
13595,Transitional Provisions Transition Provisions For Section Xxv
13596,Services Professional Qualifications And Registration
13597,Institutional Provisions Meetings Of The Closer Economic Partnership Joint Commission
13598,Implementation And Operation Of The Agreement Relation To Other Agreements
13599,Negotiations Negotiations
13600,Trade In Services Mutual Recognition Of Professional Qualifications
13601,"Technical Regulations, Standards And Conformity Assessment Procedures Mutual Recognition Arrangements"
13602,General And Final Provisions Status Of The Annex And Schedule
13603,Cross-Border Trade In Services Additional Provisions
13604,Common Provisions Notifications And Consultations Procedure For The Application Of Measures
13605,Government Procurement Exceptions To The Chapter
13606,Labor Migration Rights And Obligations Of A Member State Worker
13607,Nature And Scope Of This Agreement Principles
13608,General Provisions National Treatment
13609,Administrative And Final Provisions Amendments
13610,Economic Cooperation Non-Application Of Chapter 9
13611,General And Final Provisions Modalities For The Continuation Of Negotiations
13612,"General, Transitional And Final Provisions Amendment Of The Treaty"
13613,"Trade In Services Authorisation, Licensing Or Qualification"
13614,General Provisions And Concluding Requirements Accession To The Agreement
13615,"Establishment, Trade In Services And Electronic Commerce Specific Exceptions"
13616,Government Procurement Modifications And Rectifications Of Annex 9.1
13617,Trade In Goods Procedure For Consultation And Application Of Measures
13618,Institutional Arrangements And Dispute Settlement Procedures Recourse To Dispute Settlement Procedures
13619,General Provisions Review And Appeal
13620,"Establishment, Trade In Services And Electronic Commerce Authorisation To Provide Electronic Communication Services"
13621,Trade In Services Incorporation Of Provisions From The Gats5
13622,"Technical Regulations, Standards, And Conformity Assessment Procedures Reaffirmation Of Rights And Obligations"
13623,"Standards, Technical Regulations And Conformity Assessment Procedures Reaffirmation Of Rights And Obligations"
13624,Other Provisions Monopolies
13625,Other Provisions Monopolies
13626,Other Provisions Monopolies
13627,Trade In Services Monopoly And Exclusive Services Suppliers
13628,Final Provisions Unilateral Reservations
13629,Final Provisions Unilateral Reservations
13630,Final Provisions Unilateral Reservations
13631,Exceptions In The Area Of Trade National Security Clause
13632,"Institutional, General And Final Provisions Balance-Of-Payments Exceptions"
13633,Trade In Services Restrictions To Safeguard The Balance-Of-Payments
13634,General Provisions Association With The Agreement
13635,Common Provisions Notifications And Consultations Procedure
13636,General And Final Provisions Annexes And Protocol
13637,Investments Expropriation
13638,Investment Expropriation And Nationalisation
13639,Investment Expropriation And Compensation 11-2
13640,Exeptions And Safeguards Other Exceptions
13641,Investment Term Of The Bilateral Investment Treaty
13642,Establishment Definition
13643,Establishment Of A Free Trade Area And General Definitions General Definitions
13644,Investment Consultations On Investor-State Dispute Settlement
13645,Intellectual Property Multilateral Conventions On Intellectual Property
13646,Investment National Treatment In Respect Of The Establishment And Acquisition Of Investments
13647,Investment Participation By A Party
13648,Services Supply Of Services
13649,"Institutional, General And Final Provisions Continuation Of Negotiations And Implementation Of This Agreement"
13650,Intellectual Property Affirmation Of The Trips Agreement
13651,The Court Of Justice Jurisdiction Under Arbitration Clauses And Special Agreements
13652,Investment Measures In Public Interest
13653,Exceptions And General Provisions Taxation Measures
13654,Exceptions And Final Provisions Authentic Texts
13655,Investment Exceptions And Safeguard Measures
13656,Crossborder Trade In Services Restrictions To Safeguard The Balance Of Payments
13657,Other Provisions Dispute Settlement
13658,Investment Conditions And Limitations On Consent Of Each Party
13659,Investment National Treatment In Respect Of The Establishment And Acquisition Of Investments
13660,Investment Relation To The Bilateral Investment Agreement
13661,Investment National Treatment In Respect Of The Establishment And Acquisition Of Investments
13662,Investment Fair And Equitable Treatment And Full Protection And Security
13663,General Provisions And Exceptions Essential Security
13664,Final Provisions Consultations On Inconsistencies With Other Agreements
13665,Investment Treatment In Case Of Armed Conflict Or Civil Strife
13666,Rules Of Origin And Origin Procedures Claims For Preferential Treatment
13667,Other Trade Related Provisions Basic Rights And Obligations
13668,Investment Most Favoured Nation Treatment With Respect To The Promotion And Protection Of Investments
13669,Intellectual Property Affirmation Of The Trips Agreement
13670,Objectives And Initial Provisions Relation To Multilateral Environmental Agreements
13671,General Provisions Rules Of Interpretation
13672,Nature And Scope Of This Agreement Principles
13673,Nature And Scope Of This Agreement Principles
13674,Investment National Treatment In Respect Of Covered Investments And Investors
13675,Common Provisions National Treatment
13676,Exceptions And General Provisions Disclosure Of Information
13677,Investment Expropriation And Nationalisation
13678,Investment Expropriation And Compensation 11-2
13679,"General, Institutional And Final Provisions Territorial Application"
13680,Intellectual Property Rights Exceptions And Exclusions
13681,Investment And Related Payments Transfers
13682,Trade-Related Provisions Payments And Transfers
13683,Investment Conditions And Limitations On Consent Of Each Party
13684,General And Final Provisions Transfers And Restrictions To Safeguard The Balance Of
13685,General Provisions Relation To The Wto Agreement
13686,Investment Restrictions To Safeguard The Balance Of Payments
13687,Final Provisions Restrictions To Safeguard The Balance Of Payments
13688,General Provisions Notification
13689,Common Provisions Notifications And Consultations Procedure
13690,Investment Conditions And Limitations On Consent Of Each Party
13691,Investment Conditions And Limitations On Consent Of Each Party
13692,"General, Transitional And Final Provisions Status, Privileges And Immunities"
13693,"General, Transitional And Final Provisions Status, Privileges And Immunities"
13694,Final Provisions Termination Of The Bilateral Investment Treaty
13695,General Provisions Rules Of Competition Between Undertakings And State Aid
13696,Investment Most Favoured Nation Treatment With Respect To The Promotion And Protection Of Investments
13697,Investment General Treatment And Protection
13698,Investment The Non-Disputing Party
13699,Investment Settlement Of Disputes Between A Party To This Chapter And Investor Of The Other Party To This Chapter
13700,Consultations And Settlement Of Disputes Settlement Of Disputes
13701,Investment Settlement Of Disputes Between A Party To This Chapter And Investor Of The Other Party To This Chapter
13702,Investment Settlement Of Disputes Between A Party To This Chapter And Investor Of The Other Party To This Chapter
13703,Investment Notice Of Intent To Submit A Claim To Arbitration
13704,"Dispute Avoidance, Settlement, Institutional, General And Final Provisions Consultations"
13705,Investment Settlement Of Disputes Between A Party To This Chapter And Investor Of The Other Party To This Chapter
13706,Investment Settlement Of Investment Disputes Between A Country And An Investor Of The Other Country
13707,Investment Settlement Of Disputes Between A Party To This Chapter And Investor Of The Other Party To This Chapter
13708,Investment The Non-Disputing Party
13709,Dispute Settlement Modification Of The Chapter
13710,General Provisions Validity And Withdrawal
13711,Investment Term Of The Bilateral Investment Treaty
13712,Cross-Border Trade In Services Reservations
13713,Trade In Services Modification Of Lists Of Reservations And Commitments
13714,Trade In Services And Rules Of Establishment General Objective
13715,Objectives And Scope National Treatment
13716,Trade In Services Incorporation Of Provisions From The Gats5
13717,Common Provisions Notifications And Consultations Procedure For The Application Of Measures
13718,Final Provisions Reservations And Interpretative Declarations
13719,Financial Services Most-Favoured-Nation Treatment 13
13720,Services And Investment General Provisions
13721,"State Owned, State Controlled Enterprises And Enterprises With Special Or Exclusive Privileges Scope"
13722,"Establishment, Trade In Services And Electronic Commerce Conditions For Licensing"
13723,"State Owned, State Controlled Enterprises And Enterprises With Special Or Exclusive Privileges Scope"
13724,Services Sectoral Annexes
13725,Services And Investment General Provisions
13726,"Establishment, Trade In Services And Electronic Commerce Licencing And Qualification Procedures"
13727,"Trade In Services Authorisation, Licensing Or Qualification"
13728,"Investment, Trade In Services And Temporary Entry Of Business Persons Scope And Coverage"
13729,"Trade In Services Qualifications, Technical Standards, And Licensing"
13730,Agricultural And Fishery Products Sanitary And Phytosanitary Measures
13731,Regulation Of Drugs And Medical Products Circulation Establishment Of Common Market Of Medical Products (Healthcare Products And Medical Devices)
13732,Cross-Border Trade In Services Domestic Regulation4
13733,Intellectual Property Rights Domain Names On The Internet
13734,Trade-Related Energy Provisions Regulatory Authorities
13735,Trade-Related Energy Regulatory Authority For Electricity And Gas
13736,"Co-Operation In Environment And Natural Resources Management Prevention Of Illegal Trade In And Movement Of Toxic Chemicals, Substances And Hazardous Wastes"
13737,Trade In Services Air Transport Services
13738,Air Transport Services Scope Of Application
13739,Services And Investment International Maritime Transport
13740,Services And Investment International Maritime Transport
13741,Trade In Services And Rules Of Establishment Maritime Transport
13742,Trade In Services Transport
13743,Trade In Services Mutual Recognition Of Professional Qualifications
13744,Rules Of Origin And Implementation Procedures Unit Of Qualification
13745,Procedures For The Settlement Of Disputes Temporary Provisions In Case Of Non-Compliance
13746,Services Professional Qualifications And Registration
13747,Administrative And Institutional Provisions Rules Of Procedure Of The Commission
13748,Cross-Border Trade In Services Modification Or Addition Of Reservations
13749,Trade In Services Modification Of Lists Of Reservations And Commitments
13750,Trade In Services And Rules Of Establishment General Objective
13751,Objectives And Scope National Treatment
13752,Trade In Services Incorporation Of Provisions From The Gats5
13753,Common Provisions Notifications And Consultations Procedure For The Application Of Measures
13754,Final Provisions Reservations And Interpretative Declarations
13755,Telecommunications Relation To Other International Organizations And Agreements
13756,Entry And Temporary Stay Of Nationals For Business Purposes Sub-Committee On Entry And Temporary Stay
13757,Trade In Services Modification Of Lists Of Reservations And Commitments
13758,Trade In Services And Rules Of Establishment General Objective
13759,Trade In Services Modification Of Lists Of Reservations
13760,Trade In Services Incorporation Of Provisions From The Gats5
13761,Trade In Services Modification Of Lists Of Reservations And Commitments
13762,General Provisions Trade And Economic Relations Covered By This Agreement
13763,Agriculture And Fisheries Safeguard Clause Concerning Agriculture And Fisheries
13764,Other Provisions Cultural Industries
13765,Other Provisions Cultural Industries
13766,Economic And Development Cooperation Water Resources
13767,Telecommunications Additional Obligations Relating To Conduct Of Major Suppliers Of Public Telecommunications Services2
13768,Objectives And Scope National Treatment
13769,Trade Facilitation Rights And Obligations
13770,Trade In Services Incorporation Of Provisions From The Gats
13771,Cross-Border Supply Of Services Definitions
13772,Cross-Border Supply Of Services Definitions
13773,Services And Investment General Provisions
13774,Cross-Border Supply Of Services Definitions
13775,Cross-Border Trade In Services Reservations
13776,Trade In Services Modification Of Lists Of Reservations And Commitments
13777,Trade In Services Modification Of Lists Of Reservations
13778,Trade In Services Incorporation Of Provisions From The Gats5
13779,Trade In Services Modification Of Lists Of Reservations And Commitments
13780,Cross-Border Supply Of Services Definitions
13781,Cross-Border Supply Of Services Definitions
13782,Services And Investment General Provisions
13783,Initial Provisions And Definitions Territorial Application
13784,Crossborder Trade In Services Definitions
13785,Establishment Definition
13786,Other Trade Related Provisions Technical Cooperation
13787,Trade In Services Incorporation Of Provisions From The Gats5
13788,"Trade-Related Provisions Rules Of Competition Concerning Undertakings, State Aid"
13789,General Provisions Trade And Economic Relations Covered By This Agreement
13790,"Free Movement Of Persons, Labour, Services, Right Of Establishment And Residence Scope Of Co-Operation"
13791,Right Of Establishment And Supply Of Services Reconfirmation Of Gats Obligations
13792,Entry And Temporary Stay Of Nationals For Business Purposes Transparency
