,text,label
5731,"In cases of urgency, including those involving perishable or seasonal goods, the arbitration panel shall make every effort to notify its ruling within 60 days of the date of its establishment. Under no circumstances should it take longer than 75 days from its establishment. The arbitration panel may give a preliminary ruling within 10 days of its establishment on whether it deems the case to be urgent",0.0
5802,"In cases of urgency, including those involving perishable and  seasonal goods, the arbitration panel shall make every effort to  notify its ruling within 75 days from the date of its establishment.  Under no circumstance should it take longer than 90 days from its  establishment. The arbitration panel may give a preliminary ruling  within 10 days of its establishment on whether it deems the case to be  urgent.  Compliance",0.0
5843,"In cases of urgency, including those involving perishable goods or seasonal goods or services, the arbitration panel shall make every effort to notify its ruling within 60 days from the date of its establishment. Under no circumstances should the ruling be notified later than 75 days after the date of its establishment",0.0
5848,"The arbitration panel shall make every effort to take any decision by consensus. Where, nevertheless, a decision cannot be arrived at by consensus, the matter at issue shall be decided by majority vote. The deliberations of the panel shall be confidential and dissenting opinions shall not be issued",0.0
5861,"In cases of urgency, including those involving perishable goods or seasonal goods or services, the arbitration panel shall make every effort to notify its ruling within 60 days from the date of its establishment. Under no circumstances should the ruling be notified later than 75 days after the date of its establishment",0.0
5866,"The arbitration panel shall make every effort to take any decision by consensus. Where, nevertheless, a decision cannot be arrived at by consensus, the matter at issue shall be decided by majority vote. However, in no case shall dissenting opinions of arbitrators be disclosed",0.0
5902,"In cases of urgency, including those involving perishable and seasonal goods, the arbitration panel shall make every effort to notify its ruling within 75 days from the date its establishment. Under no circumstance should it take longer than 90 days from its establishment. The arbitration panel may give a preliminary ruling within ten days of its establishment on whether it deems the case to be urgent",0.0
5965,"The arbitration panel shall make every effort to take any decision  by consensus. Where, nevertheless, a decision cannot be arrived at by  consensus, the matter at issue shall be decided by majority vote. In  no case shall dissenting opinions of arbitrators be published",0.0
5985,"In cases of urgency, including those involving perishable goods, the arbitration panel shall make every effort to issue its report to the Parties within 75 days from the date of establishment of the arbitration panel. In no case should it do so later than four months from that date. The arbitration panel may give a preliminary report on whether a case is urgent",0.0
6004,"The arbitration panel shall make every effort to take any decision  by consensus. Where, nevertheless, a decision cannot be arrived at by  consensus, the matter at issue shall be decided by majority vote.  However, in no case dissenting opinions of arbitrators shall be  published",0.0
6017,"The arbitration panel shall make every effort to reach its  decisions by consensus. Where, nevertheless, a decision cannot be  arrived at by consensus, the matter at issue shall be decided by  majority vote. However, under no circumstances shall the dissenting  opinions of arbitrators be published",0.0
6019,"The arbitration panel shall make every effort to take any decision by consensus. Where, nevertheless, a decision cannot be arrived at by consensus, the matter at issue shall be decided by majority vote. However, in no case dissenting opinions of arbitrators shall be published",0.0
6035,"On matters of urgency, including those regarding perishable goods, the arbitration panel shall make every effort to issue its interim and final reports to the Parties within half of the respective time periods under paragraphs 1 and 3. The arbitration panel may issue a preliminary report on whether a case is urgent",0.0
6058,"The arbitration panel shall make every effort to take any decision  by consensus. Where, nevertheless, a decision cannot be arrived at by  consensus, the matter at issue shall be decided by majority vote",0.0
6083,"On matters of urgency, including those regarding perishable goods, the Arbitration Panel shall make every effort to issue its interim and final reports to the Parties within half of the respective time periods under paragraphs 2 and 4. The Arbitration Panel may give a preliminary report on whether a case is urgent",0.0
6086,"In cases of urgency, including those involving perishable goods or seasonal goods or services, the arbitration panel shall make every effort to notify its interim report within 45 days and, in any case, no later than 60 days after the date of establishment of the arbitration panel. A Party may submit a written request to the arbitration panel to review precise aspects of the interim report, within 7 days of the notification of the interim report",0.0
6091,"In cases of urgency, including those involving perishable goods or seasonal goods or services, the arbitration panel shall make every effort to notify its interim report within 45 days and, in any case, no later than 60 days after the date of establishment of the arbitration panel. A Party may submit a written request to the arbitration panel to review precise aspects of the interim report, within 7 days of the notification of the interim report",0.0
6097,"The arbitration panel shall make every effort to take any decision by consensus. Where, nevertheless, a decision cannot be arrived at by consensus, the matter at issue shall be decided by majority vote. However, in no case shall dissenting opinions of arbitrators be published",0.0
6105,"In cases of urgency including such cases, as contemplated in paragraphs 2 and 3, the  Parties and the arbitral groups shall make every effort to accelerate to the greatest extent the proceedings",0.0
6108,"In cases of urgency, the Parties and the arbitral groups shall make every effort to accelerate to the greatest extent the proceedings",0.0
6113,"In cases of urgency, including those involving perishable goods or, where appropriate, seasonal goods or services, the arbitration panel shall make every effort to issue its interim report within half of the period allowed under paragraph 1, and any Party may submit a written request for the arbitration panel to review specific aspects of the interim report within 15 days of its notification.",0.0
6117,"In cases of urgency, the arbitration panel shall make every effort to issue its interim report within half of the period allowed under paragraph 1, and any Party may submit a written request for the arbitration panel to review specific aspects of the interim report within 15 days of its notification.",0.0
6128,"In cases of urgency, including those involving perishable or  seasonal goods, the arbitration panel shall make every effort to issue  its interim report and any Party may submit a written request for the  arbitration panel to review precise aspects of the interim report,  within half of the respective time frames under paragraphs 1 and 2",0.0
6216,"In cases regarding perishable goods, the panel shall make every effort to notify its report within 80 days from the date of its composition. Any delay shall not exceed a further period of 10 days, unless the Parties otherwise agree",0.0
6226,"In cases of urgency, including those involving perishable or seasonal goods, the arbitration panel shall make every effort to issue its interim report and any Party may submit a written request for the arbitration panel to review precise aspects of the interim report, within half of the respective time frames under paragraphs 1 and 2 of this Article",0.0
6247,"The panel shall make every effort to take its decision by consensus. If the panel is unable to reach consensus, it may take its decision by majority vote. Panelists may furnish dissenting or separate opinions on matters not unanimously agreed. All opinions expressed in the panel report by individual panelists shall be anonymous",0.0
6249,"If in its final report the panel determines that a Party has not conformed with its obligations under this Agreement, the resolution, whenever possible, shall be to eliminate the nonconformity",0.0
6282,"In cases of urgency, including those involving perishable goods, the arbitration panel shall make every effort to issue its final report within three months from the date of establishment of the arbitration panel. In no case should it do so later than four months. The arbitration panel may give a preliminary ruling on whether a case is urgent",0.0
6311,"If, prior to the deadline for implementation determined under paragraph 2 76 of Article 9.9, the responding Party considers that it will require further time to comply with the arbitration panel ruling, it will inform the complaining Party of the extra period of time it requires, whilst presenting an offer of marketopening compensation for this additional period of time until it comes into compliance with the ruling.",1.0
6501,"The Commission shall establish by the date of entry into force of this Agreement Model Rules of Procedure, which shall ensure: (a) a right to at least one hearing before the panel, which, subject to subparagraph (e), shall be open to the public; (b) an opportunity for each Party to provide initial and rebuttal written submissions; (c) that each Party’s written submissions, written versions of its oral statement, and written responses to a request or questions from the panel shall be public, subject to subparagraph (e); (d) that the panel will consider requests from nongovernmental entities in the Parties’ territories to provide written views regarding the dispute that may assist the panel in evaluating the submissions and arguments of the Parties; and (e) the protection of confidential information",1.0
6589,"The Commission shall establish by the date of entry into force of this Agreement Model Rules of Procedure, which shall ensure: (a) a right to at least one hearing before the arbitral group, which, subject to subparagraph (e), shall be open to the public; (b) an opportunity for each Party to provide initial and rebuttal written submissions; (c) that each participating Party’s written submissions, written versions of its oral statement, and written responses to a request or questions from the arbitral group shall be public, subject to subparagraph (e); (d) that the arbitral group will consider requests from nongovernmental entities in the Parties’ territories to provide written views regarding the dispute that may assist the arbitral group in evaluating the submissions and arguments of the Parties; and (e) the protection of confidential information",1.0
6649,"The Trade Committee will ensure that the list of individuals to serve as chairpersons or arbitrators, established pursuant to paragraphs 1 and 2 respectively, are maintained.",1.0
6710,"The submission of the request for clarification will not postpone the deadline for compliance with the panel report, unless the panel otherwise decides",1.0
6713,"The filing of this request for clarification will not postpone the effect of the Panel report nor the deadline for compliance of the adopted decision, unless the Panel decides otherwise",1.0
6718,"The filing of this request for clarification will not postpone the effect of the panel report or the compliance of the adopted decision, unless the panel decides otherwise",1.0
6748,"With a view to administering in a consistent, impartial, objective and reasonable manner its laws, regulations, procedures and administrative rulings of general application with respect to any matter covered by this Agreement, each Party shall ensure, in its administrative proceedings applying these measures to particular persons, goods or services of the other Party in specific cases that: (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided with reasonable notice when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in controversy; (b) such persons are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding and the public interest permit; and (c) it follows its procedures in accordance with its law",0.0
6752,"With a view to administering in a consistent, impartial, and reasonable manner all measures of general application affecting matters covered by this Agreement, each Party shall ensure that in its administrative proceedings applying measures referred to in Article 19.1 to particular persons, goods, or services of the other Party in specific cases: (a) whenever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with that Party’s domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of the issues in controversy; (b) persons referred to in subparagraph (a) are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action when permitted by time, the nature of the proceeding, and the public interest; and (c) its procedures are consistent with the Party’s domestic law",0.0
6754,"With a view to administering in a consistent, impartial, and reasonable manner all measures of general application affecting matters covered by this Agreement, each Party shall 181 ensure that in its administrative proceedings applying measures referred to in Article 18.2 to particular persons, goods, or services of the other Party in specific cases that: (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in controversy; (b) such persons are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding, and the public interest permit; and (c) its procedures are in accordance with domestic law",0.0
6755,"With a view to administering in a consistent, impartial, and reasonable manner all measures of general application affecting matters covered by this Agreement, each Party shall ensure, in its administrative proceedings applying measures referred to in Article 18.1 to particular persons, goods, or services of the other Party in specific cases, that: (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with the Party’s procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in controversy; (b) such persons are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding, and the public interest permit; and (c) its procedures are in accordance with its law",0.0
6756,"With a view to administering in a consistent, impartial, and reasonable manner all measures of general application respecting any matter covered by this Agreement, each Party shall ensure, in its administrative proceedings applying measures referred to in Article 21.1 to particular persons, goods, or services of the other Party in specific cases, that: (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with the Party’s procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in controversy; (b) such persons are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding, and the public interest permit; and (c) its procedures are in accordance with its law",0.0
6757,"With a view to administering in a consistent, impartial and reasonable manner its measures referred to in paragraph 1 of Article 17.3 (Publication), each Party shall ensure that in its administrative proceedings in which these measures are applied to particular persons, goods or services of the other Party in specific cases it: (a) provides wherever possible, to persons of the other Party that are directly affected by a proceeding, reasonable notice, in accordance with its domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in question; (b) affords such persons a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding and the public interest permit; and (c) follows its procedures in accordance with its law",0.0
6758,"With a view to administering in a consistent, impartial, and reasonable manner all measures of general application affecting matters covered by this Agreement, each Party shall ensure, in its administrative proceedings applying measures referred to in Article 17.1 to particular persons, goods, or services of the other Party in specific cases, that: (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with the Party’s procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in controversy; (b) such persons are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding, and the public interest permit; and (c) its procedures are in accordance with its law",0.0
6760,"With a view to administering in a consistent, impartial, and reasonable manner all measures of general application affecting matters covered by this Agreement, each Party shall ensure, in its administrative proceedings applying measures referred to in Article 18.1.1 to particular persons, goods, or services of the other Party in specific cases, that: (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with the Party’s procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in controversy; (b) such persons are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding, and the public interest permit; and (c) its procedures are in accordance with its law",0.0
6762,"With a view to administering in a consistent, impartial and reasonable manner all measures affecting matters covered by this Agreement, each Party shall ensure, in its administrative proceedings applying measures referred to in Paragraph 1 of Article 2 to particular persons, goods, or services of the other Party in specific cases, that: (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in question; (b) persons of the other Party that are directly affected by a proceeding are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding, and the public interest permit; and (c) its procedures are in accordance with domestic law",0.0
6766,"With a view to administering in a consistent, impartial, objective and reasonable manner its laws, regulations, procedures and administrative rulings of general application with respect to any matter covered by this Agreement, each Party shall ensure, in its administrative proceedings applying these measures to particular persons, goods or services of the other Party in specific cases that it: (a) provides wherever possible, persons of the other Party that are directly affected by a proceeding reasonable notice, in accordance with its procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in controversy; (b) affords such persons a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding and the public interest permit; and (c) follows its procedures in accordance with its law",0.0
6767,"With a view to administering in a consistent, impartial, and reasonable manner all measures concerning matters covered by this Agreement, each Party shall ensure in its administrative proceedings applying measures referred to in paragraph 1 of Article 13.2 (Publication) to particular persons, goods, or services of the other Party in specific cases that: (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in question; (b) such persons are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, nature of the proceeding, and public interest permit; and (c) its procedures are in accordance with domestic law",0.0
6771,"With a view to administering in a consistent, impartial and reasonable manner all measures affecting matters covered by this Agreement, each Party shall ensure, in its administrative proceedings applying measures referred to in Article 17.2.1 to particular persons, goods, or services of the other Party in specific cases, that: (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in question; (b) persons of the other Party that are directly affected by a proceeding are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding, and the public interest, permit; and (c) its procedures are in accordance with its domestic laws",0.0
6773,"With a view to administering in a consistent, impartial, and reasonable manner all measures affecting matters covered by this Agreement, each Party shall ensure, in its administrative proceedings applying measures referred to in Article 168.1 to particular persons, goods, or services of the other Party in specific cases that: 97(a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in question; (b) such persons are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding, and the public interest permit; and (c) its procedures are in accordance with domestic law",0.0
6778,"With a view to administering in a consistent, impartial and reasonable manner its measures referred to in Article 10.3, each Party shall ensure that in its administrative procedures in which these measures are applied to particular persons, goods or services of the other Party in specific cases, that it: (a) provides wherever possible, persons of the other Party that are directly affected by a proceeding, reasonable notice, in accordance with its domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in question; (b) affords such persons a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding and the public interest permit; and (c) follows its procedures in accordance with its domestic law",0.0
6780,"With a view to administering in a consistent, impartial, and reasonable manner all measures of general application respecting any matter covered by this Agreement, each Party shall ensure, in its administrative proceedings applying measures referred to in Article 18.1 to particular persons, goods, or services of the other Party in specific cases, that: (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with the Party’s procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in controversy; (b) such persons are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding, and the public interest permit; and (c) its procedures are in accordance with its law",0.0
6783,"Each Party shall exert its best efforts to ensure that its laws, regulations and administrative rulings of general application relating to trade matters covered by the KoreaTurkey FTA, are promptly published or made publicly available",0.0
6785,"With a view to administering in a consistent, impartial and reasonable manner its measures referred to in Article 15.3, each Party shall ensure that, in its administrative proceedings in which these measures are applied to particular persons, goods or services of the other Party in specific cases, it: (a) provides, wherever possible, persons of the other Party that are directly affected by a proceeding reasonable notice, in accordance with its domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in controversy; (b) affords such persons a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding and the public interest permit; and (c) follows its procedures in accordance with domestic laws and regulations",0.0
6786,"With a view to administering in a consistent, impartial and reasonable manner all measures affecting matters covered by this Agreement and without prejudice to its domestic law, each Party shall ensure in its administrative proceedings applying measures referred in paragraph 1 of Article 10.2 (Publication) to particular persons, goods, or services of the other Party in specific cases that: (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in question; (b) such persons are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding, and the public interest permit; and (c) its procedures are in accordance with domestic law",0.0
6787,"With a view to administering in a consistent, impartial and reasonable manner all measures affecting matters covered by this Agreement, each Party shall ensure, in its administrative proceedings applying measures referred to in paragraph 1 of Article 2 (Publication) to particular persons, goods, or services of the other Party in specific cases, that:  (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated, and a general description of any issues in question;  (b) persons of the other Party that are directly affected by a proceeding are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when time, the nature of the proceeding, and the public interest permit; and (c) its procedures are in accordance with its law",0.0
6927,"When possible, each Party shall: Including through the internet or in print form. (a) publish in advance any measure referred to in Paragraph 1 that it proposes to adopt; and (b) provide, where appropriate, interested persons and the other Party with a reasonable opportunity to comment on such proposed measures",0.0
6972,"Each Party shall exert its best efforts to ensure, wherever possible in electronic form, that its laws, regulations, procedures and administrative rulings of general application with respect to any matter covered by this Agreement are promptly published or otherwise made available in such a manner as to enable interested persons of the other Party to become acquainted with them",0.0
6973,"Where possible, each Party shall, in accordance with its domestic law: (a) publish in advance any measure referred to in paragraph 1 that it proposes to adopt; and (b) provide, where appropriate, interested persons and parties with a reasonable opportunity to comment on such proposed measures on their request",0.0
6979,"When possible, each Party shall:  (a) publish in advance any measure referred to in paragraph 1 that it proposes to adopt; and (b) provide, where appropriate, interested persons and the other Party with a reasonable opportunity to comment on such proposed measures",0.0
7233,"With a view to administering in a consistent, impartial, and reasonable manner all measures of general application affecting matters covered in this Agreement, each Party shall, in its administrative proceedings applying measures referred to in Article 16.03 to particular persons, goods, or services of another Party in specific cases, ensure that: a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated and a general description of any issues in controversy; b) such persons are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when the time, the nature of the proceeding, and the public interest permit; and c) its procedures are in accordance with domestic law",0.0
7235,"With a view to administering in a consistent, impartial, and reasonable manner all measures of general application affecting matters covered in this Agreement, each Party shall, in its administrative proceedings applying measures referred to in Article 13.03 to particular persons, goods, or services of another Party in specific cases, ensure that: (a) wherever possible, persons of the other Party that are directly affected by a proceeding are provided reasonable notice, in accordance with domestic procedures, when a proceeding is initiated, including a description of the nature of the proceeding, a statement of the legal authority under which the proceeding is initiated and a general description of any issues in controversy; (b) such persons are afforded a reasonable opportunity to present facts and arguments in support of their positions prior to any final administrative action, when the time, the nature of the proceeding, and the public interest permit; and (c) its procedures are in accordance with domestic law",0.0
7320,"Customs procedures of each Party shall, where possible and to the extent permitted by its customs law, conform with the standards and recommended practices of the World Customs Organization.",0.0
7364,"Both Parties shall make cooperative efforts for simplification and harmonisation of their customs procedures by observing the following principles:  (a) the application of customs procedures in a predictable, consistent and transparent manner;  (b) cooperation wherever appropriate with other national authorities, customs authorities of nonParties and the trading communities, with a view to contributing to realising paperless trading and for other purposes; and  (c) the provision to affected parties of easily accessible processes of administrative and judicial review",0.0
7387,"The simplification, harmonisation and standardisation of customs regulations, documents and procedures and their computerisation will be facilitated by the regional Automated System for Customs Data Centre at the Headquarters of the Common Market",1.0
7398,"Each Party shall ensure that its customs procedures conform, where possible and to the extent permitted by its respective laws, regulations and practices, to international standards and recommended practices established by the World Customs Organization",0.0
7444,"Customs procedures of each Party shall conform, where possible, and to the extent permitted by its respective laws, regulations and policies, to international standards and recommended practices established by the World Customs Organization",0.0
7472,"Customs procedures of the Parties shall, where possible and to the extent permitted by their respective laws, rules or regulations, conform with the standards and recommended practices of the World Customs Organisation, including the principles of the International Convention on the Simplification and Harmonisation of Customs Procedures 1973",0.0
7534,"Customs procedures of both Parties shall conform, where possible and to the extent permitted by their respective laws, regulations and policies, to international standards and recommended practices",0.0
7541,"In order to improve working methods, as well as to ensure  nondiscrimination, transparency, efficiency, integrity and  accountability of operations, the EC Party and the Signatory CARIFORUM  States shall:  (a) take further steps towards the reduction, simplification and  standardisation of data and documentation;  (b) simplify requirements and formalities wherever possible, in  respect of the rapid release and clearance of goods;  (c) provide effective, prompt, nondiscriminatory and easily  accessible procedures enabling the right of appeal against customs  administrative actions, rulings and decisions affecting imports,  exports or goods in transit. Any charges shall be commensurate with  the cost of the appeal procedures; and  (d) ensure that the highest standards of integrity be maintained,  through the application of measures reflecting the principles of the  relevant international conventions and instruments in this field",0.0
7568,"The Parties shall, wherever practicable, use the result of customs audit in applying risk management and identifying authorised traders",0.0
7606,"In order to improve working methods, as well as to ensure  nondiscrimination, transparency, efficiency, integrity and  accountability of operations, the Parties shall:  (a) take steps, to the extent possible, towards the reduction,  simplification and standardisation of data and documentation required  by customs and other related public institutions;  (b) simplify requirements and formalities wherever possible, in  respect of the rapid release and clearance of goods;  (c) provide effective, prompt, nondiscriminatory and easily  accessible procedures enabling the right of appeal, according to the  legislation of each Party, against customs administrative actions,  rulings and decisions affecting imports, exports or goods in transit.  Charges, if any, shall be commensurate with costs of the appeals  procedures; and  (d) take measures in order to ensure that the highest standards of  integrity are maintained",0.0
7618,"In order to improve working methods, as well as to ensure nondiscrimination, transparency, efficiency, integrity and accountability of operations, the Parties shall: (a) take further steps towards the reduction, simplification and standardisation of data and documentation required by customs and other agencies; (b) simplify requirements and formalities wherever possible, in respect of the prompt release and clearance of goods; (c) provide effective, prompt and nondiscriminatory procedures guaranteeing the right of appeal against customs' and other agencies' administrative actions, rulings and decisions affecting the goods submitted to customs. Such procedures for appeal shall be easily accessible, including to small or mediumsized enterprises and any costs shall be reasonable and commensurate with costs in providing for appeals. The Parties shall also take steps to ensure that where a disputed decision is the subject of an appeal, goods are normally released and duty payments may be left pending, subject to any safeguarding measures judged necessary. Where required, this should be subject to the provision of a guarantee, such as a surety or deposit; (d) ensure that the highest standards of integrity be maintained, in particular at the border, through the application of measures reflecting the principles of the relevant international conventions and instruments in this field, in particular the WCO Revised Arusha Declaration (2003) and the EC Blueprint on Customs ethics (2007)",0.0
7625,"In order to improve working methods, as well as to ensure  nondiscrimination, transparency, efficiency, integrity and  accountability of operations, each Party shall:  (a) take further actions with a view to reducing, simplifying and  standardising data and documentation required by customs and other  agencies;  (b) simplify requirements and formalities wherever possible, in  respect of the prompt clearance and release of goods, allowing  importers to carry out customs release without the payment of customs  duties, subject to the constitution of a guarantee, according to  domestic legislation, in order to ensure the final payment of customs  duties, fees and charges;  (c) provide effective, prompt, nondiscriminatory and easily  accessible procedures to guarantee the right to appeal customs  administrative rulings and decisions affecting imports, exports or  goods in transit. Procedures shall be easily accessible, including to  Micro and SMEs; and  (d) ensure that the highest standards of integrity are maintained,  through the application of measures reflecting the principles of the  relevant international conventions and instruments in this area",0.0
7657,"The Customs Committee will meet within one year from the date of entry into force of this Agreement and shall meet thereafter as required and at least once a year, alternately between India and Korea 3. The Customs Committee shall comprise representatives of customs and other competent authorities from each Party and shall draw up its own rules of procedure at its first meeting",1.0
7687,"Customs procedures of the Parties shall, where possible and to the extent permitted by their respective customs laws, conform to the standards and recommended practices of the World Customs Organization",0.0
7707,The Parties will not apply: (a) any requirements for the mandatory use of customs brokers; and (b) any requirements for the mandatory use of preshipment or destination inspections,1.0
7728,"In order to improve working methods, as well as to ensure nondiscrimination, transparency, efficiency, integrity and accountability of operations, the Parties shall: (a) take further steps towards the reduction, simplification and standardisation of data and documentation required by customs and other agencies; (b) simplify requirements and formalities wherever possible, in respect of the rapid release and clearance of goods; (c) provide effective, prompt and nondiscriminatory procedures enabling the right of appeal, against customs and other agency administrative actions, rulings and decisions affecting imports, exports or goods in transit. Procedures for appeal shall be easily accessible, including to small or medium enterprises and any costs shall be reasonable and commensurate with the costs in providing for appeals; (d) ensure that the highest standards of integrity be maintained, through the application of measures reflecting the principles of the relevant international conventions and instruments in this field",0.0
7729,"Within the EPA Committee, the Parties will set up a Special Committee on customs and trade facilitation, comprising representatives of the Parties. This committee will report to the EPA Committee. It will discuss all customs issues meant to facilitate trade between the Parties and monitor the implementation and the application of this Chapter as well as the operation of rules of origin",1.0
8128,"For the issuance of the written advance ruling, each Party will apply their domestic laws and procedures",1.0
8320,"Where a Pacific State or the Pacific States can demonstrate that  they have been offered by a third Party a substantially more  favourable treatment in goods, including rules of origin, than that  offered by the EC Party, the Parties will consult and may jointly  decide how best to implement the provisions of paragraph 2",1.0
8332,"Where a written application is made in accordance withrelevant laws, regulations or procedures adopted ormaintained by theimporting Party and the importing Partyhas no reasonable grounds to deny the issuance, theimporting Party shall endeavor to, prior to the importationof the good, issue a written advance ruling on: (a) the tariff classification; (b) the customs valuation; and (c) the qualification of the good as an originatinggood of the exporting Party under the provisionsof Chapter 3",0.0
8480,The importing Party shall note the efforts carried out by the  exporting Party in relation to the security of the trade supply chain,0.0
8855,"The customs authorities of the Parties shall make cooperative efforts to promote the use of information and communications technology in their customs procedures including sharing best practices, for the purpose of improving their customs procedures",0.0
8887,"Parties shall, wherever practicable, use the result of postclearance audit in applying risk management and in assessing the customs compliance records of traders.",0.0
