,text,catlabel_x,area,catlabel_y
897,"for purposes of this chapter, professional means a national of a party who is engaged in a specialty occupation requiring: (a) theoretical and practical application of a body of specialized knowledge; and (b) attainment of a post-secondary degree in the specialty requiring four or more years of study (or the equivalent of such a degree) as a minimum for entry into the occupation. such degrees include the bachelors degree, masters degree, and the doctoral degree conferred by institutions in the united states and singapore.",movement of persons,movement of persons,4
898,"notwithstanding paragraph 2, each party shall grant temporary entry to business persons seeking to engage in a business activity as a professional in one of the professions listed in appendix 11a.2, provided that the business person possesses the credentials specified and otherwise complies with the requirements in paragraph 1 of this section.",movement of persons,movement of persons,4
899,"to assist in the implementation of this chapter, the parties shall exchange illustrative lists of professions that meet the definition of professional by the date of entry into force of this agreement. the parties shall also exchange information on post-secondary education, in order to facilitate the evaluation of applications for temporary entry.",movement of persons,movement of persons,4
900,"a party shall not: (a) as a condition for temporary entry under paragraph 1, require prior approval procedures, petitions, labor certification tests, or other procedures of similar effect; or (b) impose or maintain any numerical restriction relating to temporary entry under paragraph 1.",movement of persons,movement of persons,4
901,"notwithstanding paragraph 5(a), a party may require a business person seeking temporary entry under this section to comply with procedures applicable to temporary entry of professionals, such as an attestation of compliance with the partys labor and immigration laws or a requirement that the business person meet certain salary criteria.",movement of persons,movement of persons,4
902,"notwithstanding paragraphs 1 and 5, a party may establish an annual numerical limit, which shall be set out in appendix 11a.3, regarding temporary entry of business persons of the other party seeking to engage in business activities as a professional.",movement of persons,movement of persons,4
903,"a party establishing a numerical limit pursuant to paragraph 7, unless the parties agree otherwise, may, in consultation with the other party, grant temporary entry under paragraph 1 to 128 a business person who practices in a profession where accreditation, licensing, and certification requirements are mutually recognized by the parties.",movement of persons,movement of persons,4
904,nothing in paragraph 7 or 8 shall be construed to limit the ability of a business person to seek temporary entry under a partys applicable immigration measures relating to the entry of professionals other than those adopted or maintained pursuant to paragraph 1.,movement of persons,movement of persons,4
905,7 chapter 2 : national treatment and market access for goods,preferential tariffs,preferential tariffs,1
906,2.1 : national treatment each party shall accord national treatment to the goods of the other party in accordance with,preferential tariffs,preferential tariffs,1
907,"iii of gatt 1994, including its interpretative notes. to this end, article iii of gatt 1994 and its interpretative notes are incorporated into and made a part of this agreement, subject to annex 2a.",preferential tariffs,preferential tariffs,1
908,2.2 : elimination of duties,preferential tariffs,preferential tariffs,1
909,"except as otherwise provided in this agreement, each party shall progressively eliminate its customs duties on originating goods of the other party in accordance with annexes 2b (you.s. schedule) and 2c (singapore schedule).",preferential tariffs,preferential tariffs,1
910,"a party shall not increase an existing customs duty or introduce a new customs duty on imports of an originating good, other than as permitted by this agreement, subject to annex 2a.",preferential tariffs,preferential tariffs,1
911,"upon request by any party, the parties shall consult to consider accelerating the elimination of customs duties as set out in their respective schedules. an agreement by the parties to accelerate the elimination of customs duties on an originating good shall be treated as an amendment to annexes 2b and 2c, and shall enter into force after the parties have exchanged written notification certifying that they have completed necessary internal legal procedures and on such date or dates as may be agreed between them.",preferential tariffs,preferential tariffs,1
912,2.3 : customs value each party shall apply the provisions of the customs valuation agreement for the purposes of determining the customs value of goods traded between the parties.,preferential tariffs,preferential tariffs,1
913,"2.4 : export tax a party shall not adopt or maintain any duty, tax or other charge on the export of any good to the territory of the other party.",preferential tariffs,preferential tariffs,1
914,2.5 : temporary admission,preferential tariffs,preferential tariffs,1
915,"each party shall grant duty-free temporary admission for the following goods, imported by or for the use of a resident of the other party: (a) professional equipment, including software and broadcasting and cinematographic equipment, necessary for carrying out the business activity, trade, or profession of a business person who qualifies for temporary entry pursuant to the laws of the importing country; and 8 (b) goods intended for display or demonstration at exhibitions, fairs, or similar events, including commercial samples for the solicitation of orders, and advertising films.",preferential tariffs,preferential tariffs,1
916,"a party shall not condition the duty-free temporary admission of a good referred to in paragraph 1, other than to require that such good: (a) be used solely by or under the personal supervision of a resident of the other party in the exercise of the business activity, trade, or profession of that person; (b) not be sold or leased or consumed while in its territory; (c) be accompanied by a security in an amount no greater than the charges that would otherwise be owed on entry or final importation, releasable on exportation of the good; (d) be capable of identification when exported; (e) be exported on the departure of that person or within such other period of time as is reasonably related to the purpose of the temporary admission, to a maximum period of three years from the date of importation; (f) be imported in no greater quantity than is reasonable for its intended use; and (g) be otherwise admissible into the partys territory under its laws.",preferential tariffs,preferential tariffs,1
917,"if any condition that a party imposes under paragraph 2 has not been fulfilled, the party may apply the customs duty and any other charge that would normally be owed on entry or final importation of the good.",preferential tariffs,preferential tariffs,1
918,"each party, through its customs authorities, shall adopt procedures providing for the expeditious release of the goods described in paragraph 1. to the extent possible, when such goods accompany a resident of the other party seeking temporary entry, and are imported by that person for use in the exercise of a business activity, trade, or profession of that person, the procedures shall allow for the goods to be released simultaneously with the entry of that person subject to the necessary documentation required by the customs authorities of the importing party.",preferential tariffs,preferential tariffs,1
919,"each party shall, at the request of the person concerned and for reasons deemed valid by its customs authorities, extend the time limit for temporary admission beyond the period initially fixed.",preferential tariffs,preferential tariffs,1
920,each party shall permit temporarily admitted goods to be exported through a customs port other than that through which they were imported. 9,preferential tariffs,preferential tariffs,1
921,each party shall relieve the importer of liability for failure to export a temporarily admitted good upon presentation of satisfactory proof to the partys customs authorities that the good has been destroyed within the original time limit for temporary admission or any lawful extension. prior approval will have to be sought from the customs authorities of the importing party before the good can be so destroyed.,preferential tariffs,preferential tariffs,1
922,2.6 : goods re-entered after repair or alteration,preferential tariffs,preferential tariffs,1
923,"a party shall not apply a customs duty to a good, regardless of its origin, that re-enters its territory after that good has been exported temporarily from its territory to the territory of the other party for repair or alteration, regardless of whether such repair or alteration could be performed in its territory.",preferential tariffs,preferential tariffs,1
924,"a party shall not apply a customs duty to a good, regardless of its origin, imported temporarily from the territory of the other party for repair or alteration.",preferential tariffs,preferential tariffs,1
925,"for purposes of this article: (a) the repairs or alterations shall not destroy the essential characteristics of the good, or change it into a different commercial item; (b) operations carried out to transform unfinished goods into finished goods shall not be considered repairs or alterations; and (c) parts or pieces of the goods may be subject to repairs or alterations.",preferential tariffs,preferential tariffs,1
926,2.7 : import and export restrictions,preferential tariffs,preferential tariffs,1
927,"except as otherwise provided in this agreement, a party shall not adopt or maintain any prohibition or restriction on the importation of any good of the other party or on the exportation or sale for export of any good destined for the territory of the other party, except in accordance with article xi of gatt 1994, including its interpretative notes, and to this end article xi of gatt 1994, including its interpretative notes, is incorporated into and made a part of this agreement.",preferential tariffs,preferential tariffs,1
928,"the parties understand that the gatt 1994 rights and obligations incorporated by paragraph 1 prohibit, in any circumstances in which any other form of restriction is prohibited, export price requirements and, except as permitted in enforcement of countervailing and antidumping orders and undertakings, import price requirements. 10",preferential tariffs,preferential tariffs,1
929,"in the event that a party adopts or maintains a prohibition or restriction on the importation from or exportation to a non-party of a good, nothing in this agreement shall be construed to prevent the party from: (a) limiting or prohibiting the importation from the territory of the other party of such good of that non-party; or (b) requiring as a condition of export of such good of the party to the territory of the other party, that the good not be re-exported to the non-party, directly or indirectly, without being consumed in the territory of the other party.",preferential tariffs,preferential tariffs,1
930,paragraphs 1 through 3 shall not apply to the measures set out in annex 2a.,preferential tariffs,preferential tariffs,1
931,nothing in this article shall be construed to affect a partys rights and obligations under the wto agreement on textiles and clothing.,preferential tariffs,preferential tariffs,1
932,2.8 : merchandise processing fee a party shall not adopt or maintain a merchandise processing fee for originating goods.,preferential tariffs,preferential tariffs,1
933,2.9 : distilled spirits singapore shall harmonize its excise taxes on imported and domestic distilled spirits. such harmonization of the aforesaid excise duties shall be carried out in stages and shall be completed by 2005.,preferential tariffs,preferential tariffs,1
934,"2.10 : broadcasting apparatus a party shall not maintain any import ban on broadcasting apparatus, including satellite dishes.",preferential tariffs,preferential tariffs,1
935,"2.11 : chewing gum singapore shall allow the importation of chewing gum with therapeutic value for sale and supply, and may subject such products to laws and regulations relating to health products.",preferential tariffs,preferential tariffs,1
936,2.12 : tariff treatment of non-originating cotton and man-made fiber apparel goods (tariff preference levels),preferential tariffs,preferential tariffs,1
937,"subject to paragraphs 3 and 4, the united states shall apply the applicable rate of duty under paragraph 2 to imports of cotton or man-made fiber apparel goods provided for in chapters 61 and 62 of the harmonized system and covered by the you.s. categories listed in annex 2b that are both cut (or knit to shape) and sewn or otherwise assembled in singapore from fabric or yarn produced or obtained outside the territory of a party, and that meet the applicable conditions for preferential tariff treatment under this agreement, other than the condition that they be originating goods. 11",preferential tariffs,preferential tariffs,1
938,"the rate of duty applicable to goods described in paragraph 1 is the united states most- favored-nation rate of duty reduced in five equal annual increments, beginning on the date this",preferential tariffs,preferential tariffs,1
939,"enters into force, such that the rate of duty shall be zero beginning on the first day of the fifth year after that date .",preferential tariffs,preferential tariffs,1
940,"paragraph 1 shall not apply to imports of goods described in that paragraph in quantities greater than: (a) 25,000,000 square meter equivalents (sme) in the first year following entry into force of this article; (b) 21,875,000 sme in the second year following entry into force of this article; (c) 18,750,000 sme in the third year following entry into force of this article; (d) 15,625,000 sme in the fourth year following entry into force of this article; (e) 12,500,000 sme in the fifth year following entry into force of this article; (f) 9,375,000 sme in the sixth year following entry into force of this article; (g) 6,250,000 sme in the seventh year following entry into force of this article; and (h) 3,125,000 sme in the eighth year following entry into force of this article. for purposes of this paragraph, quantities of textile and apparel goods shall be converted into sme according to the conversion factors set forth in annex 2d.",preferential tariffs,preferential tariffs,1
941,this article shall cease to apply beginning on the date that is nine years after entry into force of this article.,preferential tariffs,preferential tariffs,1
942,"2.13 : definitions for purposes of this chapter, customs duty includes any customs or import duty and a charge of any kind imposed in connection with the importation of a good, including any form of surtax or surcharge in connection with such importation, but does not include any: (a) charge equivalent to an internal tax imposed consistently with article iii:2 of gatt 1994 in respect of the like domestic good or in respect of goods from which the imported good has been manufactured or produced in whole or in part; (b) antidumping or countervailing duty that is applied pursuant to a partys domestic law; (c) fee or other charge in connection with importation commensurate with the cost of services rendered; or 12 (d) duty imposed pursuant to article 5 of the wto agreement on agriculture.",preferential tariffs,preferential tariffs,1
943,19 chapter 3 : rules of origin section a : origin determination,rules of origin,rules of origin,19
944,"3.1 : originating goods for purposes of this agreement, an originating good means a good: (a) wholly obtained or produced entirely in the territory of one or both of the parties; or (b) that has satisfied the requireme nts specified in annex 3a; or (c) otherwise provided as an originating good under this chapter.",rules of origin,rules of origin,19
945,3.2 : treatment of certain products,rules of origin,rules of origin,19
946,each party shall provide that a good listed in annex 3b is an originating good when imported into its territory from the territory of the other party.,rules of origin,rules of origin,19
947,"within six months after entry into force of this agreement, the parties shall meet to explore the expansion of the product coverage of annex 3b. the parties shall consult regularly to review the operation of this article and consider the addition of goods to annex 3b.3-1",rules of origin,rules of origin,19
948,3.3 : de minimis,rules of origin,rules of origin,19
949,"each party shall provide that a good that does not undergo a change in tariff classification pursuant to annex 3a is nonetheless an originating good if: (a) the value of all non-originating materials used in the production of the good that do not undergo the required change in tariff classification does not exceed 10 percent of the adjusted value of the good; and (b) the good meets all other applicable criteria set forth in this chapter for qualifying as an originating good. the value of such non-originating materials shall, however, be included in the value of non- originating materials for any applicable regional value content requirement for the good. such consultations may include meetings of the joint committee pursuant to article 20.1 3-1 (joint committee). 20",rules of origin,rules of origin,19
950,"paragraph 1 does not apply to: (a) a non-originating material provided for in chapter 4 of the harmonized system or in subheading 1901.90 that is used in the production of a good provided for in chapter 4 of the harmonized system; (b) a non-originating material provided for in chapter 4 of the harmonized system or in subheading 1901.90 that is used in the production of a good provided for in the following provisions: subheadings 1901.10, 1901.20 or 1901.90; heading 2105; or subheadings 2106.90, 2202.90, or 2309.90; (c) a non-originating material provided for in heading 0805 or subheadings 2009.11 through 2009.30 that is used in the production of a good provided for in subheadings 2009.11 through 2009.30, or subheadings 2106.90 or 2202.90; (d) a non-originating material provided for in chapter 15 of the harmonized system that is used in the production of a good provided for in headings 1501 through 1508, 1512, 1514 or 1515; (e) a non-originating material provided for in heading 1701 that is used in the production of a good provided for in headings 1701 through 1703; (f) a non-originating material provided for in chapter 17 of the harmonized system or heading 1805 that is used in the production of a good provided for in subheading 1806.10; (g) a non-originating material provided for in headings 2203 through 2208 that is used in the production of a good provided for in headings 2207 or 2208; and (h) a non-originating material used in the production of a good provided for in chapters 1 through 21 of the harmonized system unless the non-originating material is provided for in a different subheading than the good for which origin is being determined under this article. for purposes of this paragraph, heading and subheading mean, respectively, a heading and subheading of the harmo nized system.",rules of origin,rules of origin,19
951,"a textile or apparel good provided for in chapters 50 through 63 of the harmonized system that is not an originating good, because certain fibers or yarns used in the production of the component of the good that determines the tariff classification of the good do not undergo an applicable change in tariff classification set out in annex 3a, shall nonetheless be considered to be an originating good if the total weight of all such fibers or yarns in that component is not more than seven percent of the total weight of that component. notwithstanding the preceding sentence, a textile or apparel good containing elastomeric yarns in the component of the good 21 that determines the tariff classification of the good shall be an originating good only if such yarns are wholly formed in the territory of a party.",rules of origin,rules of origin,19
952,3.4 : accumulation,rules of origin,rules of origin,19
953,"originating materials from the territory of a party, used in the production of a good in the territory of the other party, shall be considered to originate in the territory of the other party.",rules of origin,rules of origin,19
954,"a good is an originating good when it is produced in the territory of one or both parties by one or more producers, provided that the good satisfies the requirements in article 3.1 and all other applicable requirements of this chapter.",rules of origin,rules of origin,19
955,"3.5 : regional value content where annex 3a refers to a regional value content, each party shall provide that the regional value content of a good shall be calculated on the basis of one of the following methods: (a) build-down method rvc = av - vnm x 100 av where rvc is the regional value content, expressed as a percentage; av is the adjusted value, and vnm is the value of non-originating materials that are acquired and used by the producer in the production of the good. (b) build-up method rvc = vom x 100 av where rvc is the regional value content, expressed as a percentage; av is the adjusted value; and vom is the value of originating materials that are acquired or self-produced, and used by the producer in the production of the good. 22",rules of origin,rules of origin,19
956,3.6 : value of materials,rules of origin,rules of origin,19
957,"each party shall provide that for purposes of calculating the regional value content of a good and for purposes of applying the de minimis rule, the value of a material is: (a) for a material imported by the producer of the good, the adjusted value of the material; (b) for a material acquired in the territory where the good is produced, except for materials within the meaning of subparagraph (c), the adjusted value of the material; or (c) for a material that is self-produced, or where the relationship between the producer of the good and the seller of the material influenced the price actually paid or payable for the material, including a material obtained without charge, the sum of: (i) all expenses incurred in the production of the material, including general expenses; and (ii) an amount for profit.",rules of origin,rules of origin,19
958,"each party shall provide that the value of materials may be adjusted as follows: (a) for originating materials, the following expenses may be added to the value of the material if not included under paragraph 1: (i) the costs of freight, insurance, packing, and all other costs incurred in transporting the material to the location of the producer; (ii) duties, taxes and customs brokerage fees on the material paid in the territory of one or more of the parties, other than duties and taxes that are waived, refunded, refundable or otherwise recoverable, including credit against duty or tax paid or payable; and (iii) the cost of waste and spoilage resulting from the use of the material in the production of the good, less the value of renewable scrap or by-product; and (b) for non-originating materials, where included under paragraph 1, the following expenses may be deducted from the value of the material: (i) the costs of freight, insurance, packing, and all other costs incurred in transporting the material to the location of the producer; 23 (ii) duties, taxes, and customs brokerage fees on the material paid in the territory of one or more of the parties, other than duties and taxes that are waived, refunded, refundable, or otherwise recoverable, including credit against duty or tax paid or payable; (iii) the cost of waste and spoilage resulting from the use of the material in the production of the good, less the value of renewable scrap or by-products; (iv) the cost of processing incurred in the territory of a party in the production of the non-originating material; and (v) the cost of originating materials used in the production of the non- originating material in the territory of a party.",rules of origin,rules of origin,19
959,"3.7 : accessories, spare parts, and tools each party shall provide that accessories, spare parts, or tools delivered with a good that form part of the good's standard accessories, spare parts, or tools, shall be treated as originating goods if the good is an originating good, and shall be disregarded in determining whether all the non- originating materials used in the production of the good undergo the applicable change in tariff classification, provided that: (a) the accessories, spare parts, or tools are not invoiced separately from the good; (b) the quantities and value of the accessories, spare parts, or tools are customary for the good; and (c) if the good is subject to a regional value content requirement, the value of the accessories, spare parts, or tools shall be taken into account as originating or non- originating materials, as the case may be, in calculating the regional value content of the good.",rules of origin,rules of origin,19
960,3.8 : fungible goods and materials,rules of origin,rules of origin,19
961,"each party shall provide that the determination of whether fungible goods or materials are originating goods shall be made either by physical segregation of each good or material or through the use of any inventory management method, such as averaging, last-in, first-out, or first-in, first out, recognized in the generally accepted accounting principles of the party in which the production is performed or otherwise accepted by the party in which the production is performed.",rules of origin,rules of origin,19
962,each party shall provide that that an inventory management method selected under paragraph 1 for particular fungible goods or materials shall continue to be used for those fungible goods or materials throughout the fiscal year of the person that selected the inventory management method. 24,rules of origin,rules of origin,19
963,"3.9 : packaging materials and containers for retail sale each party shall provide that packaging materials and containers in which a good is packaged for retail sale, if classified with the good, shall be disregarded in determining whether all the non- originating materials used in the production of the good undergo the applicable change in tariff classification set out in annex 3a and, if the good is subject to a regional value-content requirement, the value of such packaging materials and containers shall be taken into account as originating or non-originating materials, as the case may be, in calculating the regional value content of the good.",rules of origin,rules of origin,19
964,3.10 : packing materials and containers for shipment each party shall provide that packing materials and containers in which a good is packed for shipment shall be disregarded in determining whether: (a) the non-originating materials used in the production of the good undergo an applicable change in tariff classification set out in annex 3a; and (b) the good satisfies a regional value content requirement.,rules of origin,rules of origin,19
965,3.11 : indirect materials each party shall provide that an indirect material shall be treated as an originating material without regard to where it is produced and its value shall be the cost registered in the accounting records of the producer of the good.,rules of origin,rules of origin,19
966,"3.12 : third country transportation a good shall not be considered to be an originating good if the good undergoes subsequent production or any other operation outside the territories of the parties, other than unloading, reloading, or any other operation necessary to preserve it in good condition or to transport the good to the territory of a party. section b : supporting information and verification",rules of origin,rules of origin,19
967,3.13 : claims for preferential treatment,rules of origin,rules of origin,19
968,each party shall provide that an importer may make a claim for preferential treatment under this agreement based on the importers knowledge or on information in the importers possession that the good qualifies as an originating good.,rules of origin,rules of origin,19
969,"each party may require that an importer be prepared to submit, upon request, a statement setting forth the reasons that the good qualifies as an originating good, including pertinent cost and manufacturing information. the statement need not be in a prescribed format, and may be submitted electronically, where feasible. 25",rules of origin,rules of origin,19
970,3.14 : obligations relating to importations,rules of origin,rules of origin,19
971,"each party shall grant any claim for preferential treatment under this agreement made in accordance with this section, unless the party possesses information that the claim is invalid.",rules of origin,rules of origin,19
972,a party may deny preferential treatment under this agreement to an imported good if the importer fails to comply with any requirement of this chapter.,rules of origin,rules of origin,19
973,"if a party denies a claim for preferential treatment under this agreement, it shall issue a written determination containing findings of fact and the legal basis for the determination.",rules of origin,rules of origin,19
974,"the importing party shall not subject an importer to any penalty for making an invalid claim for preferential treatment if the importer: (a) upon becoming aware that such claim is not valid, promptly and voluntarily corrects the claim and pays any duty owing; and (b) in any event, corrects the claim and pays any duty owing within a period determined by the party, which shall be at least one year from submission of the invalid claim.",rules of origin,rules of origin,19
975,"3.15 : record keeping requirement each party may require that importers maintain for up to five years after the date of importation records relating to the importation of the good, and may require that an importer provide, upon request, records which are necessary to demonstrate that a good qualifies as an originating good, as stipulated in article 3",rules of origin,rules of origin,19
976,"2, including records concerning: (a) the purchase of, cost of, value of, and payment for, the good; (b) the purchase of, cost of, value of, and payment for, all materials, including indirect materials, used in the production of the good; and (c) the production of the good in the form in which the good is exported.",rules of origin,rules of origin,19
977,"3.16 : verification for purposes of determining whether a good imported into its territory from the territory of the other party qualifies as an originating good, a party may conduct a verification by means of: (a) requests for information from the importer; (b) written requests for information to an exporter or a producer in the territory of the other party; 26 (c) requests for the importer to arrange for the producer or exporter to provide information directly to the party conducting the verification; (d) information received directly by the importing party from an exporter or a producer as a result of a process described in article 3",rules of origin,rules of origin,19
978,"2; (e) visits to the premises of an exporter or a producer in the territory of the other party, in accordance with any procedures that the parties jointly adopt pertaining to the verification; or (f) such other procedures as the parties may agree.",rules of origin,rules of origin,19
979,"3.17: certain apparel goods notwithstanding any other provision of this agreement, the united states shall consider an apparel good listed in chapter 61 or 62 of annex 3a to be an originating good if it is both cut (or knit to shape) and sewn or otherwise assembled in one or both parties from fabric or yarn, regardless of origin, designated by the appropriate you.s. government authority as fabric or yarn not available in commercial quantities in a timely manner in the united states. such designation must have been made in a notice published in the federal register of the united states identifying apparel goods made from such fabric or yarn as eligible for entry into the united states under subheading 9819",rules of origin,rules of origin,19
980,24 or 9820,rules of origin,rules of origin,19
981,"27 of the harmonized tariff schedule of the united states as of november 15, 2002. for purposes of this article, reference in such a notice to yarn or fabric formed in the united states shall be deemed to include yarn or fabric formed in either party. section c : consultation and modifications",rules of origin,rules of origin,19
982,3.18 : consultation and modifications,rules of origin,rules of origin,19
983,the parties shall consult and cooperate to ensure that this chapter is applied in an effective and uniform manner.,rules of origin,rules of origin,19
984,"the parties shall consult regularly to discuss necessary amendments to this chapter and its annexes, taking into account developments in technology, production processes, and other related matters, pursuant to article 20.3 (consultations).",rules of origin,rules of origin,19
985,"within six months after entry into force of this agreement, the parties shall meet: (a) to consider possible modifications to annex 3a, including an assessment of the operation and use of the rvc; (b) the addition of products to annex 3b; and (c) to review and consider possible modifications to annex 3c. 27",rules of origin,rules of origin,19
986,"(a) on the request of either party, the parties shall consult: (i) to consider whether the rules of origin applicable to particular textile or apparel goods under this chapter should be revised to address availability of supply of fibers, yarns or fabrics in the territories of the parties; or (ii) to review the rules of origin applicable to particular textile or apparel goods in light of (a) the effects of increasing global competition, (b) the termination of the wto agreement on textiles and clothing and the full integration of the textile and apparel sector into gatt 1994, and (c) eventual harmonization of rules of origin pursuant to part iv of the wto agreement on rules of origin. (b) in the consultations referred to in subparagraph (a)(i), each party shall consider all data presented by the other party showing substantial production in its territory of a particular fiber, yarn or fabric. the parties shall consider that substantial production has been shown if a party demonstrates that its domestic producers are capable of supplying commercial quantities of the fiber, yarn or fabric in a timely manner. (c) the parties shall endeavor to conclude consultations under subparagraph (a)(i) within 60 days of receipt of a request by one party from the other party. an amended rule of origin agreed to by the parties shall supersede any prior rule of origin under this agreement for the textile or apparel goods at issue, on approval by the parties in accordance with article 21.8 (amendments). (d) in consultations under subparagraph (a)(ii), the parties shall give particular consideration to operative rules in other economic association or integration agreements and developments relating to textile and apparel production and trade. section d : definitions",rules of origin,rules of origin,19
987,3.19 : definitions for purposes of this chapter:,rules of origin,rules of origin,19
988,"adjusted value means the value determined under articles 1 through 8, article 15, and the corresponding interpretative notes of the customs valuation agreement, as adjusted to exclude any costs, charges, or expenses incurred for transportation, insurance, and related 28 services incident to the international shipment of the merchandise from the country of exportation to the place of importation;",rules of origin,rules of origin,19
989,fungible goods or materials means goods or materials that are interchangeable for commercial purposes and whose properties are essentially identical;,rules of origin,rules of origin,19
990,"generally accepted accounting principles means the recognized consensus or substantial authoritative support in the territory of a party, with respect to the recording of revenues, expenses, costs, assets, and liabilities, the disclosure of information and the preparation of financial statements. these standards may encompass broad guidelines of general application as well as detailed standards, practices, and procedures;",rules of origin,rules of origin,19
991,"goods wholly obtained or produced entirely in the territory of one or both of the parties means goods that are: (a) mineral goods extracted there; (b) vegetable goods, as such goods are defined in the harmonized system, harvested there; (c) live animals born and raised there; (d) goods obtained from hunting, trapping, fishing, or aquaculture conducted there; (e) goods (fish, shellfish, and other marine life) taken from the sea by vessels registered or recorded with a party and flying its flag; (f) goods produced exclusively from products referred to in paragraph (e) on board factory ships registered or recorded with a party and flying its flag; (g) goods taken by a party, or a person of a party, from the seabed or beneath the seabed outside territorial waters, provided that the party has rights to exploit such seabed; (h) goods taken from outer space, provided they are obtained by a party or a person of a party and not processed in the territory of a non-party; (i) waste and scrap derived from (i) production there; or (ii) used goods collected there, provided such goods are fit only for the recovery of raw materials; (j) recovered goods derived there from used goods; or 29 (k) goods produced there exclusively from goods referred to in (a) through (i) above, or from their derivatives, at any stage of production.",rules of origin,rules of origin,19
992,harmonized system means the harmonized commodity description and coding system;,rules of origin,rules of origin,19
993,"indirect material means a good used in the production, testing or inspection of a good but not physically incorporated into the good, or a good used in the maintenance of buildings or the operation of equipment associated with the production of a good, including: (a) fuel and energy; (b) tools, dies, and molds; (c) spare parts and materials used in the maintenance of equipment and buildings; (d) lubricants, greases, compounding materials, and other materials used in production or used to operate equipment and buildings; (e) gloves, glasses, footwear, clothing, safety equipment, and supplies; (f) equipment, devices, and supplies used for testing or inspecting the goods; (g) catalysts and solvents; and (h) any other goods that are not incorporated into the good but whose use in the production of the good can reasonably be demonstrated to be a part of that production;",rules of origin,rules of origin,19
994,material means a good that is used in the production of another good;,rules of origin,rules of origin,19
995,"material that is self-produced means a good, such as a part or ingredient, produced by the producer and used by the producer in the production of another good",rules of origin,rules of origin,19
996,non-originating material means a material that has not satisfied the requirements of this chapter;,rules of origin,rules of origin,19
997,preferential treatment means the customs duty rate and treatment under article 2.8 (merchandise processing fee) that is applicable to an originating good pursuant to this agreement;,rules of origin,rules of origin,19
998,"producer means a person who grows, raises, mines, harvests, fishes, traps, hunts, manufactures, processes, assembles or disassembles a good;",rules of origin,rules of origin,19
999,"production means growing, raising, mining, harvesting, fishing, trapping, hunting, manufacturing, processing, assembling or disassembling a good; 30",rules of origin,rules of origin,19
1000,"recovered goods means materials in the form of individual parts that result from: (a) the complete disassembly of used goods into individual parts; and (b) the cleaning, inspecting, or testing, and as necessary for improvement to sound working condition one or more of the following processes: welding, flame spraying, surface machining, knurling, plating, sleeving, and rewinding in order for such parts to be assembled with other parts, including other recovered parts in the production of a remanufactured good of annex 3c;",rules of origin,rules of origin,19
1001,"remanufactured good means an industrial good assembled in the territory of a party, designated under annex 3c, that: (a) is entirely or partially comprised of recovered goods; (b) has the same life expectancy and meets the same performance standards as a new good; and (c) enjoys the same factory warranty as such a new good; and",rules of origin,rules of origin,19
1002,used means used or consumed in the production of goods. section e : application and interpretation,rules of origin,rules of origin,19
1003,3.20 : application and interpretation for purposes of this chapter: (a) the basis for tariff classification is the harmonized system; (b) any cost and value referred to in this chapter shall be recorded and maintained in accordance with the generally accepted accounting principles applicable in the territory of the party in which the good is produced. 31 annex 3a product-specific rules annex 3a is attached as a separate volume. 32 annex 3b integrated sourcing initiative annex 3b is attached as a separate volume. 33 annex 3c remanufactured products annex 3c is attached as a separate volume.,rules of origin,rules of origin,19
1004,65 chapter 8 : cross-border trade in services,services,services,2
1005,8.1 : definitions for purposes of this chapter:,services,services,2
1006,"central level of government means (a) for the united states, the federal level of government; and (b) for singapore, the national level of government;",services,services,2
1007,cross-border trade in services or cross-border supply of services means the supply of a service (a) from the territory of one party into the territory of the other party; (b) in the territory of one party by a person of that party to a person of the other party; or (c) by a national of a party in the territory of the other party; but does not include the supply of a service in the territory of a party by an investor of the other party or a covered investment as defined in article 15.1 (definitions);,services,services,2
1008,"enterprise means an entity constituted or organized under applicable law, whether or not for profit, and whether privately or governmentally owned or controlled, including a corporation, trust, partnership, sole proprietorship, joint venture, association, or similar organization and a branch of an enterprise;",services,services,2
1009,enterprise of a party means an enterprise organized or constituted under the laws of a party and a branch located in the territory of a party and carrying out business activities there;,services,services,2
1010,"local level of government means, for singapore, entities with sub-national legislative or executive powers under domestic law, including town councils and community development councils;",services,services,2
1011,"professional services means services, the provision of which requires specialized post- secondary education, or equivalent training or experience, and for which the right to practice is granted or restricted by a party, but does not include services provided by trades-persons or vessel and aircraft crew members;",services,services,2
1012,"regional level of government means, for the united states, a state of the united states, the district of columbia, or puerto rico; for singapore, regional level of government is not applicable, as singapore has no government at the regional level; 66",services,services,2
1013,service supplier means a person of a party that seeks to supply or supplies a service;8-1 and,services,services,2
1014,"specialty air services means any non-transportation air services, such as aerial fire- fighting, sightseeing, spraying, surveying, mapping, photography, parachute jumping, glider towing and helicopter-lift for logging and construction, and other airborne agricultural, industrial, and inspection services.",services,services,2
1015,8.2 : scope and coverage,services,services,2
